songID,songTitle,SongArtistTitle,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
474uVhyGgK5MtY9gMcDgGl,It's Called: Freefall,['pov: indie'],84,0.744,0.516,2,-6.365,1,0.0513,0.632,0,0.605,0.281,97.944,audio_features,474uVhyGgK5MtY9gMcDgGl,spotify:track:474uVhyGgK5MtY9gMcDgGl,https://api.spotify.com/v1/tracks/474uVhyGgK5MtY9gMcDgGl,https://api.spotify.com/v1/audio-analysis/474uVhyGgK5MtY9gMcDgGl,152293,4
6dBUzqjtbnIa1TwYbyw5CM,Lovers Rock,['pov: indie'],89,0.559,0.871,5,-5.338,0,0.0397,7.53e-06,0.00545,0.096,0.572,104.97,audio_features,6dBUzqjtbnIa1TwYbyw5CM,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,https://api.spotify.com/v1/tracks/6dBUzqjtbnIa1TwYbyw5CM,https://api.spotify.com/v1/audio-analysis/6dBUzqjtbnIa1TwYbyw5CM,213920,4
2cSdAkzAf2T4j4aLvx4LLz,Baby Girl,['stutter house'],79,0.73,0.907,2,-3.72,1,0.0606,0.0921,0.114,0.23,0.249,120.968,audio_features,2cSdAkzAf2T4j4aLvx4LLz,spotify:track:2cSdAkzAf2T4j4aLvx4LLz,https://api.spotify.com/v1/tracks/2cSdAkzAf2T4j4aLvx4LLz,https://api.spotify.com/v1/audio-analysis/2cSdAkzAf2T4j4aLvx4LLz,111074,4
0yUaLqhsVsguBpoOPL4cO7,In Ha Mood,['bronx drill'],83,0.768,0.74,0,-6.595,1,0.336,0.696,6.81e-06,0.23,0.532,141.059,audio_features,0yUaLqhsVsguBpoOPL4cO7,spotify:track:0yUaLqhsVsguBpoOPL4cO7,https://api.spotify.com/v1/tracks/0yUaLqhsVsguBpoOPL4cO7,https://api.spotify.com/v1/audio-analysis/0yUaLqhsVsguBpoOPL4cO7,129362,4
2aI21FnmY7TJVKeMaoQZ0t,Say It Right,"['canadian latin', 'canadian pop', 'dance pop', 'pop']",82,0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,audio_features,2aI21FnmY7TJVKeMaoQZ0t,spotify:track:2aI21FnmY7TJVKeMaoQZ0t,https://api.spotify.com/v1/tracks/2aI21FnmY7TJVKeMaoQZ0t,https://api.spotify.com/v1/audio-analysis/2aI21FnmY7TJVKeMaoQZ0t,223080,4
561jH07mF1jHuk7KlaeF0s,Mockingbird,"['detroit hip hop', 'hip hop', 'rap']",92,0.637,0.678,0,-3.798,1,0.266,0.209,0,0.156,0.254,84.039,audio_features,561jH07mF1jHuk7KlaeF0s,spotify:track:561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/tracks/561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/audio-analysis/561jH07mF1jHuk7KlaeF0s,250760,4
73vIOb4Q7YN6HeJTbscRx5,Miss You,"['alternative hip hop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",87,0.587,0.742,6,-6.64,0,0.0529,0.0128,0.00107,0.146,0.199,145.007,audio_features,73vIOb4Q7YN6HeJTbscRx5,spotify:track:73vIOb4Q7YN6HeJTbscRx5,https://api.spotify.com/v1/tracks/73vIOb4Q7YN6HeJTbscRx5,https://api.spotify.com/v1/audio-analysis/73vIOb4Q7YN6HeJTbscRx5,206000,4
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",91,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,audio_features,2QjOHCTQ1Jl3zawyYOpxh6,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,240400,4
4C6Uex2ILwJi9sZXRdmqXp,Super Freaky Girl,"['hip pop', 'pop', 'queens hip hop', 'rap']",80,0.95,0.891,2,-2.653,1,0.241,0.0645,1.77e-05,0.309,0.912,133.01,audio_features,4C6Uex2ILwJi9sZXRdmqXp,spotify:track:4C6Uex2ILwJi9sZXRdmqXp,https://api.spotify.com/v1/tracks/4C6Uex2ILwJi9sZXRdmqXp,https://api.spotify.com/v1/audio-analysis/4C6Uex2ILwJi9sZXRdmqXp,170977,4
4h4QlmocP3IuwYEj2j14p8,Sunroof,[],88,0.768,0.714,10,-5.11,1,0.0401,0.352,0,0.15,0.842,131.443,audio_features,4h4QlmocP3IuwYEj2j14p8,spotify:track:4h4QlmocP3IuwYEj2j14p8,https://api.spotify.com/v1/tracks/4h4QlmocP3IuwYEj2j14p8,https://api.spotify.com/v1/audio-analysis/4h4QlmocP3IuwYEj2j14p8,163026,4
1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,"['bedroom pop', 'bedroom r&b']",91,0.571,0.544,6,-10.613,1,0.0299,0.453,0.00805,0.322,0.216,132.052,audio_features,1xK59OXxi2TAAAbmZK0kBL,spotify:track:1xK59OXxi2TAAAbmZK0kBL,https://api.spotify.com/v1/tracks/1xK59OXxi2TAAAbmZK0kBL,https://api.spotify.com/v1/audio-analysis/1xK59OXxi2TAAAbmZK0kBL,132631,4
0VgkVdmE4gld66l8iyGjgx,Mask Off,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",84,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,audio_features,0VgkVdmE4gld66l8iyGjgx,spotify:track:0VgkVdmE4gld66l8iyGjgx,https://api.spotify.com/v1/tracks/0VgkVdmE4gld66l8iyGjgx,https://api.spotify.com/v1/audio-analysis/0VgkVdmE4gld66l8iyGjgx,204600,4
4pV6Kx1T9L49PBFwH1g8ca,Aces,[],75,0.602,0.537,10,-11.389,0,0.0332,0.00118,0.947,0.289,0.428,139.94,audio_features,4pV6Kx1T9L49PBFwH1g8ca,spotify:track:4pV6Kx1T9L49PBFwH1g8ca,https://api.spotify.com/v1/tracks/4pV6Kx1T9L49PBFwH1g8ca,https://api.spotify.com/v1/audio-analysis/4pV6Kx1T9L49PBFwH1g8ca,122250,4
7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance', 'uk pop']",88,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,audio_features,7ef4DlsgrMEH11cDZd32M6,spotify:track:7ef4DlsgrMEH11cDZd32M6,https://api.spotify.com/v1/tracks/7ef4DlsgrMEH11cDZd32M6,https://api.spotify.com/v1/audio-analysis/7ef4DlsgrMEH11cDZd32M6,214847,4
5xwBIieMMFUmLDgvG4DjFe,Fall In Love Alone,[],84,0.676,0.625,7,-5.455,0,0.0711,0.316,0.000119,0.127,0.522,171.883,audio_features,5xwBIieMMFUmLDgvG4DjFe,spotify:track:5xwBIieMMFUmLDgvG4DjFe,https://api.spotify.com/v1/tracks/5xwBIieMMFUmLDgvG4DjFe,https://api.spotify.com/v1/audio-analysis/5xwBIieMMFUmLDgvG4DjFe,205428,4
27ZZdyTSQWI7Cug2d2PkqV,BILLIE EILISH.,['indie hip hop'],79,0.9,0.509,1,-6.647,1,0.257,0.115,1.67e-06,0.0937,0.765,100.007,audio_features,27ZZdyTSQWI7Cug2d2PkqV,spotify:track:27ZZdyTSQWI7Cug2d2PkqV,https://api.spotify.com/v1/tracks/27ZZdyTSQWI7Cug2d2PkqV,https://api.spotify.com/v1/audio-analysis/27ZZdyTSQWI7Cug2d2PkqV,99283,4
0l0CvurVUrr2w3Jj1hOVFc,NO,"['hip pop', 'pop']",81,0.557,0.803,1,-3.599,0,0.213,0.0124,1.61e-06,0.737,0.657,92.134,audio_features,0l0CvurVUrr2w3Jj1hOVFc,spotify:track:0l0CvurVUrr2w3Jj1hOVFc,https://api.spotify.com/v1/tracks/0l0CvurVUrr2w3Jj1hOVFc,https://api.spotify.com/v1/audio-analysis/0l0CvurVUrr2w3Jj1hOVFc,213507,4
1Fid2jjqsHViMX6xNH70hE,Atlantis,['folk-pop'],87,0.4,0.479,8,-7.989,0,0.0308,0.0529,2.14e-06,0.115,0.213,166.159,audio_features,1Fid2jjqsHViMX6xNH70hE,spotify:track:1Fid2jjqsHViMX6xNH70hE,https://api.spotify.com/v1/tracks/1Fid2jjqsHViMX6xNH70hE,https://api.spotify.com/v1/audio-analysis/1Fid2jjqsHViMX6xNH70hE,229173,4
6Qyc6fS4DsZjB2mRW9DsQs,Iris,"['neo mellow', 'permanent wave', 'pop rock', 'post-grunge']",85,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,audio_features,6Qyc6fS4DsZjB2mRW9DsQs,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/tracks/6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/audio-analysis/6Qyc6fS4DsZjB2mRW9DsQs,289533,3
76OGwb5RA9h4FxQPT33ekc,SNAP,['alt z'],90,0.565,0.636,0,-8.198,1,0.0638,0.107,9.9e-06,0.447,0.525,170.01,audio_features,76OGwb5RA9h4FxQPT33ekc,spotify:track:76OGwb5RA9h4FxQPT33ekc,https://api.spotify.com/v1/tracks/76OGwb5RA9h4FxQPT33ekc,https://api.spotify.com/v1/audio-analysis/76OGwb5RA9h4FxQPT33ekc,179551,4
1yvMUkIOTeUNtNWlWRgANS,Unstoppable,"['australian dance', 'australian pop', 'pop']",83,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,audio_features,1yvMUkIOTeUNtNWlWRgANS,spotify:track:1yvMUkIOTeUNtNWlWRgANS,https://api.spotify.com/v1/tracks/1yvMUkIOTeUNtNWlWRgANS,https://api.spotify.com/v1/audio-analysis/1yvMUkIOTeUNtNWlWRgANS,217747,4
4cacyP5c3PMlfnyjpg13xW,Betty (Get Money),"['meme rap', 'minnesota hip hop']",75,0.723,0.772,1,-6.784,1,0.0792,0.00524,1.15e-05,0.367,0.58,102.004,audio_features,4cacyP5c3PMlfnyjpg13xW,spotify:track:4cacyP5c3PMlfnyjpg13xW,https://api.spotify.com/v1/tracks/4cacyP5c3PMlfnyjpg13xW,https://api.spotify.com/v1/audio-analysis/4cacyP5c3PMlfnyjpg13xW,146471,4
3LtpKP5abr2qqjunvjlX5i,Doja,['melodic drill'],86,0.911,0.573,6,-7.43,1,0.288,0.38,0,0.403,0.972,140.04,audio_features,3LtpKP5abr2qqjunvjlX5i,spotify:track:3LtpKP5abr2qqjunvjlX5i,https://api.spotify.com/v1/tracks/3LtpKP5abr2qqjunvjlX5i,https://api.spotify.com/v1/audio-analysis/3LtpKP5abr2qqjunvjlX5i,97393,4
0hquQWY3xvYqN4qtiquniF,Vegas (From the Original Motion Picture Soundtrack ELVIS),"['dance pop', 'pop']",83,0.801,0.601,8,-7.574,0,0.255,0.0777,3.23e-05,0.145,0.74,159.969,audio_features,0hquQWY3xvYqN4qtiquniF,spotify:track:0hquQWY3xvYqN4qtiquniF,https://api.spotify.com/v1/tracks/0hquQWY3xvYqN4qtiquniF,https://api.spotify.com/v1/audio-analysis/0hquQWY3xvYqN4qtiquniF,182907,4
7oLKoGzQVwjZ91AzCn560T,PAINTING PICTURES,[],84,0.956,0.515,11,-9.962,0,0.337,0.305,0,0.156,0.69,119.937,audio_features,7oLKoGzQVwjZ91AzCn560T,spotify:track:7oLKoGzQVwjZ91AzCn560T,https://api.spotify.com/v1/tracks/7oLKoGzQVwjZ91AzCn560T,https://api.spotify.com/v1/audio-analysis/7oLKoGzQVwjZ91AzCn560T,122070,4
3JvKfv6T31zO0ini8iNItO,Another Love,['chill pop'],92,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,audio_features,3JvKfv6T31zO0ini8iNItO,spotify:track:3JvKfv6T31zO0ini8iNItO,https://api.spotify.com/v1/tracks/3JvKfv6T31zO0ini8iNItO,https://api.spotify.com/v1/audio-analysis/3JvKfv6T31zO0ini8iNItO,244360,4
6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,['viral pop'],86,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,audio_features,6xGruZOHLs39ZbVccQTuPZ,spotify:track:6xGruZOHLs39ZbVccQTuPZ,https://api.spotify.com/v1/tracks/6xGruZOHLs39ZbVccQTuPZ,https://api.spotify.com/v1/audio-analysis/6xGruZOHLs39ZbVccQTuPZ,233456,3
11BKm0j4eYoCPPpCONAVwA,Bloody Mary,"['art pop', 'dance pop', 'pop']",77,0.591,0.637,9,-6.365,0,0.03,0.0107,1.95e-06,0.113,0.432,99.998,audio_features,11BKm0j4eYoCPPpCONAVwA,spotify:track:11BKm0j4eYoCPPpCONAVwA,https://api.spotify.com/v1/tracks/11BKm0j4eYoCPPpCONAVwA,https://api.spotify.com/v1/audio-analysis/11BKm0j4eYoCPPpCONAVwA,244760,4
37F7E7BKEw2E4O2L7u0IEp,Limbo,"['aesthetic rap', 'meme rap', 'phonk']",83,0.802,0.623,11,-5.862,0,0.459,0.0292,0.055,0.113,0.457,74.987,audio_features,37F7E7BKEw2E4O2L7u0IEp,spotify:track:37F7E7BKEw2E4O2L7u0IEp,https://api.spotify.com/v1/tracks/37F7E7BKEw2E4O2L7u0IEp,https://api.spotify.com/v1/audio-analysis/37F7E7BKEw2E4O2L7u0IEp,169947,4
1N8TTK1Uoy7UvQNUazfUt5,SPIT IN MY FACE!,['bedroom r&b'],87,0.73,0.785,8,-6.512,1,0.0554,0.0464,0.0216,0.111,0.649,94.094,audio_features,1N8TTK1Uoy7UvQNUazfUt5,spotify:track:1N8TTK1Uoy7UvQNUazfUt5,https://api.spotify.com/v1/tracks/1N8TTK1Uoy7UvQNUazfUt5,https://api.spotify.com/v1/audio-analysis/1N8TTK1Uoy7UvQNUazfUt5,147875,4
09rAJ1Q1NNJSaUKEW3X9P6,Crying On The Dancefloor,"['edm', 'pop dance', 'tropical house', 'pop', 'uk dance', 'indie electropop', 'indie poptimism']",79,0.723,0.698,10,-6.162,1,0.0659,0.18,0,0.797,0.317,126.001,audio_features,09rAJ1Q1NNJSaUKEW3X9P6,spotify:track:09rAJ1Q1NNJSaUKEW3X9P6,https://api.spotify.com/v1/tracks/09rAJ1Q1NNJSaUKEW3X9P6,https://api.spotify.com/v1/audio-analysis/09rAJ1Q1NNJSaUKEW3X9P6,211348,4
5RX8T3EoTuXcybAxe6oPAw,Cha Cha Cha,[],89,0.718,0.791,2,-5.572,1,0.0447,0.00207,0.00292,0.111,0.743,155.082,audio_features,5RX8T3EoTuXcybAxe6oPAw,spotify:track:5RX8T3EoTuXcybAxe6oPAw,https://api.spotify.com/v1/tracks/5RX8T3EoTuXcybAxe6oPAw,https://api.spotify.com/v1/audio-analysis/5RX8T3EoTuXcybAxe6oPAw,175161,4
4qzEjmuz380jeiBJp31oDY,Chemical,"['dfw rap', 'melodic rap', 'pop', 'rap']",77,0.48,0.895,2,-4.872,1,0.0426,0.00183,0,0.111,0.356,169.945,audio_features,4qzEjmuz380jeiBJp31oDY,spotify:track:4qzEjmuz380jeiBJp31oDY,https://api.spotify.com/v1/tracks/4qzEjmuz380jeiBJp31oDY,https://api.spotify.com/v1/audio-analysis/4qzEjmuz380jeiBJp31oDY,184005,4
2doTn2LWTKN1Z0lZJG2WQw,UNHEALTHY (feat. Shania Twain),"['pop', 'canadian country', 'canadian pop', 'contemporary country', 'country', 'country dawn']",70,0.621,0.66,11,-6.208,0,0.0366,0.00526,0,0.072,0.407,119.937,audio_features,2doTn2LWTKN1Z0lZJG2WQw,spotify:track:2doTn2LWTKN1Z0lZJG2WQw,https://api.spotify.com/v1/tracks/2doTn2LWTKN1Z0lZJG2WQw,https://api.spotify.com/v1/audio-analysis/2doTn2LWTKN1Z0lZJG2WQw,149653,4
3mC64Smtz0xXvsa52ZM3Q9,Stars,"['alternative dance', 'aussietronica', 'australian dance', 'australian electropop', 'dance pop', 'pop', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",66,0.707,0.888,5,-3.92,0,0.0472,0.113,0,0.271,0.831,116.015,audio_features,3mC64Smtz0xXvsa52ZM3Q9,spotify:track:3mC64Smtz0xXvsa52ZM3Q9,https://api.spotify.com/v1/tracks/3mC64Smtz0xXvsa52ZM3Q9,https://api.spotify.com/v1/audio-analysis/3mC64Smtz0xXvsa52ZM3Q9,171233,4
16vUeW77F6Xiz1irHBvTAM,Say Say Say (feat. Paul McCartney & Michael Jackson),"['edm', 'pop', 'pop dance', 'tropical house', 'beatlesque', 'classic rock', 'rock', 'r&b', 'soul']",77,0.729,0.708,6,-5.573,1,0.0616,0.0538,0,0.102,0.425,117.911,audio_features,16vUeW77F6Xiz1irHBvTAM,spotify:track:16vUeW77F6Xiz1irHBvTAM,https://api.spotify.com/v1/tracks/16vUeW77F6Xiz1irHBvTAM,https://api.spotify.com/v1/audio-analysis/16vUeW77F6Xiz1irHBvTAM,174984,4
6dUregFbvUNqHP5nphqesK,Unicorn,['israeli pop'],81,0.681,0.868,6,-5.499,0,0.095,0.0216,0.00023,0.323,0.282,130.126,audio_features,6dUregFbvUNqHP5nphqesK,spotify:track:6dUregFbvUNqHP5nphqesK,https://api.spotify.com/v1/tracks/6dUregFbvUNqHP5nphqesK,https://api.spotify.com/v1/audio-analysis/6dUregFbvUNqHP5nphqesK,170900,4
3g5OlVimHO0rK6qmRiwokX,Glad U Came,"['dance pop', 'pop']",73,0.675,0.801,8,-3.707,1,0.0579,0.00627,0,0.371,0.521,112.002,audio_features,3g5OlVimHO0rK6qmRiwokX,spotify:track:3g5OlVimHO0rK6qmRiwokX,https://api.spotify.com/v1/tracks/3g5OlVimHO0rK6qmRiwokX,https://api.spotify.com/v1/audio-analysis/3g5OlVimHO0rK6qmRiwokX,178081,4
7txjUEY6McJDJKqIo1Rxjp,Acróstico,"['colombian pop', 'dance pop', 'latin pop', 'pop']",89,0.748,0.478,11,-8.886,1,0.121,0.837,0,0.099,0.353,143.866,audio_features,7txjUEY6McJDJKqIo1Rxjp,spotify:track:7txjUEY6McJDJKqIo1Rxjp,https://api.spotify.com/v1/tracks/7txjUEY6McJDJKqIo1Rxjp,https://api.spotify.com/v1/audio-analysis/7txjUEY6McJDJKqIo1Rxjp,170786,4
14LdhxElpZS0rKVV4nxtdA,Queen of Kings,[],87,0.563,0.908,4,-4.25,0,0.0868,0.0696,0,0.328,0.171,125.972,audio_features,14LdhxElpZS0rKVV4nxtdA,spotify:track:14LdhxElpZS0rKVV4nxtdA,https://api.spotify.com/v1/tracks/14LdhxElpZS0rKVV4nxtdA,https://api.spotify.com/v1/audio-analysis/14LdhxElpZS0rKVV4nxtdA,147980,4
5C8ySsx3AT121g24uYR823,NO BAD DAYS (feat. Collett),"['pop rap', 'seattle hip hop']",74,0.769,0.858,8,-6.01,1,0.15,0.117,0.0186,0.157,0.86,160.049,audio_features,5C8ySsx3AT121g24uYR823,spotify:track:5C8ySsx3AT121g24uYR823,https://api.spotify.com/v1/tracks/5C8ySsx3AT121g24uYR823,https://api.spotify.com/v1/audio-analysis/5C8ySsx3AT121g24uYR823,173453,4
3k0DJq2HdWJqnqor8NX0ac,Padam Padam,"['australian dance', 'australian pop', 'dance pop', 'eurodance', 'new wave pop']",72,0.746,0.622,5,-7.923,1,0.241,0.201,0.00113,0.104,0.719,128.101,audio_features,3k0DJq2HdWJqnqor8NX0ac,spotify:track:3k0DJq2HdWJqnqor8NX0ac,https://api.spotify.com/v1/tracks/3k0DJq2HdWJqnqor8NX0ac,https://api.spotify.com/v1/audio-analysis/3k0DJq2HdWJqnqor8NX0ac,166267,4
6sZo5nJIsFWXefRCCexpx0,Never Gonna Not Dance Again,"['dance pop', 'pop']",77,0.668,0.802,5,-4.005,0,0.0917,0.0273,0,0.163,0.769,113.796,audio_features,6sZo5nJIsFWXefRCCexpx0,spotify:track:6sZo5nJIsFWXefRCCexpx0,https://api.spotify.com/v1/tracks/6sZo5nJIsFWXefRCCexpx0,https://api.spotify.com/v1/audio-analysis/6sZo5nJIsFWXefRCCexpx0,225789,4
6jSvgAwRVrJIP0VYz5L2J8,Praising You (feat. Fatboy Slim),"['dance pop', 'pop', 'uk pop', 'big beat', 'electronica']",76,0.689,0.788,8,-4.978,1,0.084,0.07,0,0.246,0.656,122.968,audio_features,6jSvgAwRVrJIP0VYz5L2J8,spotify:track:6jSvgAwRVrJIP0VYz5L2J8,https://api.spotify.com/v1/tracks/6jSvgAwRVrJIP0VYz5L2J8,https://api.spotify.com/v1/audio-analysis/6jSvgAwRVrJIP0VYz5L2J8,164693,4
79xrGzqhv4y92SwvnjHB0N,Oceans (with Kid Joi),"['edm', 'pop dance', 'tropical house']",67,0.569,0.843,1,-5.615,0,0.0347,0.000385,0,0.304,0.2,126.052,audio_features,79xrGzqhv4y92SwvnjHB0N,spotify:track:79xrGzqhv4y92SwvnjHB0N,https://api.spotify.com/v1/tracks/79xrGzqhv4y92SwvnjHB0N,https://api.spotify.com/v1/audio-analysis/79xrGzqhv4y92SwvnjHB0N,200001,4
7j57nadsCph2KI9eYuaum8,The Hard Way,"['alternative dance', 'aussietronica', 'australian dance', 'australian electropop', 'pop', 'pop r&b']",74,0.691,0.906,0,-4.458,1,0.171,0.072,0,0.299,0.657,119.978,audio_features,7j57nadsCph2KI9eYuaum8,spotify:track:7j57nadsCph2KI9eYuaum8,https://api.spotify.com/v1/tracks/7j57nadsCph2KI9eYuaum8,https://api.spotify.com/v1/audio-analysis/7j57nadsCph2KI9eYuaum8,183926,4
2N5cFPLy0TIasTWkfT1hri,Chills (LA Hills),"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance', 'melodic rap', 'rap', 'trap']",77,0.796,0.761,0,-6.299,1,0.0554,0.0213,0.000194,0.124,0.447,115.016,audio_features,2N5cFPLy0TIasTWkfT1hri,spotify:track:2N5cFPLy0TIasTWkfT1hri,https://api.spotify.com/v1/tracks/2N5cFPLy0TIasTWkfT1hri,https://api.spotify.com/v1/audio-analysis/2N5cFPLy0TIasTWkfT1hri,183652,4
0NapkeC45rszeuSgbvcjx4,Maan Meri Jaan (Afterlife),"['desi pop', 'hindi hip hop', 'dance pop', 'pop']",75,0.67,0.533,6,-8.04,0,0.0684,0.0403,0,0.0938,0.339,95.991,audio_features,0NapkeC45rszeuSgbvcjx4,spotify:track:0NapkeC45rszeuSgbvcjx4,https://api.spotify.com/v1/tracks/0NapkeC45rszeuSgbvcjx4,https://api.spotify.com/v1/audio-analysis/0NapkeC45rszeuSgbvcjx4,190163,4
41aBRoaTTz9qq8UGIlykiZ,Fool 4 U (feat. Enisa),"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'modern indie pop', 'pov: indie']",72,0.741,0.553,11,-5.182,0,0.0519,0.12,0,0.112,0.507,120.996,audio_features,41aBRoaTTz9qq8UGIlykiZ,spotify:track:41aBRoaTTz9qq8UGIlykiZ,https://api.spotify.com/v1/tracks/41aBRoaTTz9qq8UGIlykiZ,https://api.spotify.com/v1/audio-analysis/41aBRoaTTz9qq8UGIlykiZ,146077,4
3KRKN196F3i6G1HnIqd2e5,Last Train To London (I Won't Look Back),"['alt z', 'gen z singer-songwriter', 'uk pop']",66,0.519,0.322,9,-6.923,1,0.0274,0.858,0,0.0826,0.276,72.861,audio_features,3KRKN196F3i6G1HnIqd2e5,spotify:track:3KRKN196F3i6G1HnIqd2e5,https://api.spotify.com/v1/tracks/3KRKN196F3i6G1HnIqd2e5,https://api.spotify.com/v1/audio-analysis/3KRKN196F3i6G1HnIqd2e5,232606,4
0poKbTUdYz7lXFd15XuHiC,"Use Me (Brutal Hearts) (feat. Sturgill Simpson, Dove Cameron & Johnny Blue Skies)","['edm', 'electro house', 'moombahton', 'pop dance', 'tropical house', 'alternative americana', 'kentucky roots', 'nashville singer-songwriter', 'new americana', 'outlaw country', 'pop']",70,0.687,0.872,11,-4.415,0,0.0416,0.00285,0.0256,0.156,0.768,118.057,audio_features,0poKbTUdYz7lXFd15XuHiC,spotify:track:0poKbTUdYz7lXFd15XuHiC,https://api.spotify.com/v1/tracks/0poKbTUdYz7lXFd15XuHiC,https://api.spotify.com/v1/audio-analysis/0poKbTUdYz7lXFd15XuHiC,202391,4
2UDycsru4dEa1UFmyIvKYU,Upside Down (feat. Poppy Baskcomb),"['pop dance', 'pop house', 'uk dance']",74,0.548,0.857,3,-6.83,1,0.0369,0.0187,0.749,0.0731,0.0532,127.967,audio_features,2UDycsru4dEa1UFmyIvKYU,spotify:track:2UDycsru4dEa1UFmyIvKYU,https://api.spotify.com/v1/tracks/2UDycsru4dEa1UFmyIvKYU,https://api.spotify.com/v1/audio-analysis/2UDycsru4dEa1UFmyIvKYU,174375,4
6pb5DtlAeG95dNQLHiArRU,Rock My Body,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house', 'dance pop', 'romanian house', 'romanian pop', 'eurodance', 'german techno']",75,0.662,0.821,2,-4.103,0,0.13,0.202,0,0.522,0.47,124.077,audio_features,6pb5DtlAeG95dNQLHiArRU,spotify:track:6pb5DtlAeG95dNQLHiArRU,https://api.spotify.com/v1/tracks/6pb5DtlAeG95dNQLHiArRU,https://api.spotify.com/v1/audio-analysis/6pb5DtlAeG95dNQLHiArRU,137419,4
5yPEJ4UF90Km4KmLl2h4EE,All You Need Is Love,"['big room', 'dutch edm', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'pop', 'uk dance', 'german pop']",64,0.712,0.796,0,-6.325,1,0.0486,0.0422,1.44e-05,0.274,0.605,125.994,audio_features,5yPEJ4UF90Km4KmLl2h4EE,spotify:track:5yPEJ4UF90Km4KmLl2h4EE,https://api.spotify.com/v1/tracks/5yPEJ4UF90Km4KmLl2h4EE,https://api.spotify.com/v1/audio-analysis/5yPEJ4UF90Km4KmLl2h4EE,139927,4
0tYtfBFJLVn2ITE66FbaLT,By The End Of The Night,"['indietronica', 'metropopolis', 'pop', 'uk pop']",69,0.603,0.816,1,-3.549,0,0.0335,0.0104,5.7e-05,0.133,0.401,149.934,audio_features,0tYtfBFJLVn2ITE66FbaLT,spotify:track:0tYtfBFJLVn2ITE66FbaLT,https://api.spotify.com/v1/tracks/0tYtfBFJLVn2ITE66FbaLT,https://api.spotify.com/v1/audio-analysis/0tYtfBFJLVn2ITE66FbaLT,188562,4
0PZpE9CYvOLt0wRZeOY5fV,Finally,"['pop', 'pop dance', 'uk dance', 'dutch pop']",66,0.665,0.879,5,-3.878,0,0.0796,0.0271,3.32e-06,0.45,0.535,125.993,audio_features,0PZpE9CYvOLt0wRZeOY5fV,spotify:track:0PZpE9CYvOLt0wRZeOY5fV,https://api.spotify.com/v1/tracks/0PZpE9CYvOLt0wRZeOY5fV,https://api.spotify.com/v1/audio-analysis/0PZpE9CYvOLt0wRZeOY5fV,188892,4
6lDc44gzmoUCF9L8PL0KrA,Like I Used To,"['house', 'tech house', 'uk dance', 'uk house', 'dance pop', 'talent show', 'uk pop']",67,0.656,0.849,5,-5.073,0,0.0404,0.0167,0,0.0913,0.477,124.987,audio_features,6lDc44gzmoUCF9L8PL0KrA,spotify:track:6lDc44gzmoUCF9L8PL0KrA,https://api.spotify.com/v1/tracks/6lDc44gzmoUCF9L8PL0KrA,https://api.spotify.com/v1/audio-analysis/6lDc44gzmoUCF9L8PL0KrA,186263,4
